user_upload,ad_id,video_id,labeller_id,ad_or_no,ad_brand,product,food_or_no
FALSE,360,LpJEvRh_ryA,7,TRUE,,Squishville,FALSE
FALSE,361,EZi8Wkfc5Yo,7,TRUE,,Amazon Prime,FALSE
FALSE,362,viQgg5SwJU0,7,TRUE,,Ram Heavy duty,FALSE
FALSE,363,psikf2DrG7o,7,TRUE,,Sporting life,FALSE
FALSE,364,wtuHZYbDPSo,10,TRUE,,bridgestone solutions,FALSE
FALSE,365,I4q07PQl-Cc,10,TRUE,,Ram truck,FALSE
FALSE,366,J-Ur4KRkC68,10,TRUE,,toyota AWD,FALSE
FALSE,367,XCDKKkzMEfY,10,TRUE,,RBC supporting construction ,FALSE
FALSE,368,RCyD2ahulVs,10,TRUE,,Saskatchewan tourism,FALSE
FALSE,369,SsL6RVQlIRk,10,TRUE,,Grammarly,TRUE
FALSE,370,nOxZiav_pv8,5,TRUE,,Adaptive Mind Math game ,FALSE
FALSE,371,IxPPnmOHm0Q,5,TRUE,,pluto tv,FALSE
FALSE,372,fHOEKKO8QAA,5,TRUE,,Toyota GR86,FALSE
FALSE,373,BJZ5N8_mdv4,5,,,N/A,
FALSE,374,bQES_F6c7c8,10,TRUE,,Adapted mind,FALSE
FALSE,375,2dZLgw-Vo5k,7,TRUE,,James Allen,FALSE
FALSE,376,fOdo1GkzZAk,7,FALSE,,N/A,
FALSE,377,7RT56EpPFNA,7,TRUE,,Sakatchewan,FALSE
FALSE,378,LD4JdxbEv9E,7,FALSE,,N/A,
FALSE,379,XHC9GrR9aSA,7,TRUE,,Youtube Premium,FALSE
FALSE,380,Gs-Ac0wne9A,7,TRUE,,BolideAI,FALSE
FALSE,381,iygwVhb9nNc,7,TRUE,,Teenage mutant Ninja turtles- mutant mayhem,FALSE
FALSE,382,#NAME?,7,TRUE,,Greenfield meat,TRUE
FALSE,383,2qKvndkhZ7I,7,TRUE,,Pedigree Dog Food,FALSE
FALSE,384,0A-zxbNgA7c,7,TRUE,,Ahsoka,FALSE
FALSE,385,AN5qgmtJQIU,7,TRUE,,Rice Krispies,TRUE
FALSE,386,dymbCtrz_aU,7,TRUE,,City of Calgary Martial Arts,FALSE
FALSE,387,OY_HVrt0ht4,7,TRUE,,Kraken Pro,FALSE
FALSE,388,5_oCGdixdSA,7,TRUE,,Winners,FALSE
FALSE,389,rZijWNevB28,7,TRUE,,Homesense,FALSE
FALSE,390,UfAXVqgzz9g,7,TRUE,,Maple-leaf natural Top Dog,TRUE
FALSE,391,YWmt-e6Jyow,7,TRUE,,Lego Girls,FALSE
FALSE,392,GAWVYExJqmY,7,TRUE,,Supermario oreos,TRUE
FALSE,393,nzWKBPw2dnM,7,TRUE,,CIBC mortgage,FALSE
FALSE,394,-6ekPOCveiQ,7,TRUE,,Superstore,FALSE
FALSE,395,Dm_2NaiT6SI,7,TRUE,,Motrin,FALSE
FALSE,396,gmVEWowgVsc,7,TRUE,,Streamyard,FALSE
FALSE,397,C1bUXi9YL5M,10,TRUE,,Pringles ,TRUE
FALSE,398,OARXjasGkiA,10,TRUE,,Oreo Blizzard,TRUE
FALSE,399,eVpuPf36Nm4,10,TRUE,,Grammarly,FALSE
FALSE,400,daJGtmRTj5o,10,TRUE,,Instacart,FALSE
FALSE,401,0o_zBEtl9Ks,10,TRUE,,bitdefender gravityzone,FALSE
FALSE,402,AO6kqaGi-Oo,10,TRUE,,Alberta ballet,FALSE
FALSE,403,2_RZVaQNEB8,10,,,N/A,
FALSE,404,h4SB6tx1dpc,10,TRUE,,Genesis car,FALSE
FALSE,405,HM3AsqvbBps,5,TRUE,,Philips one Tooth Brush,FALSE
FALSE,406,hJBVtezNBYA,5,TRUE,,Douglas Mattress ,FALSE
FALSE,407,GpDf5Gk9i30,5,TRUE,,Firebase,FALSE
FALSE,408,-6ADIAaRmfw,5,TRUE,,Turo Car-Sharing Application ,FALSE
FALSE,409,NAKHLAj-P-M,5,TRUE,,Ancestry.ca,FALSE
FALSE,410,kmgKRmSXQUY,5,FALSE,,N/A,
FALSE,411,gfYyyiMOiyA,5,TRUE,,TD,FALSE
FALSE,412,gB_GPaKEHJY,5,TRUE,,Nissan ,FALSE
FALSE,413,b5uy42YD9jY,5,TRUE,,RBC Student Banking Bundle ,FALSE
FALSE,414,w-5oKrypY7I,5,TRUE,,Hyundai ,FALSE
FALSE,415,rIKXz35gi5I,5,TRUE,,30 Day Singer ,FALSE
FALSE,416,g_EB6ImIDl8,5,,,N/A,
FALSE,417,Yz8azFe3jLg,5,TRUE,,SportsNet ,FALSE
FALSE,418,DQP8lEuK22Y,5,TRUE,,SpyFocus ,FALSE
FALSE,419,hZ-FWIB6cJg,5,TRUE,,The Brick ,FALSE
FALSE,420,TFID7hz74Eo,5,TRUE,,Adidas ,FALSE
FALSE,421,#NAME?,5,TRUE,,Intuit Quickbooks,FALSE
FALSE,422,j8IgmauzWDQ,5,TRUE,,Notion ,FALSE
FALSE,423,XuyFD_I2_W4,5,,,N/A,
FALSE,424,brASCyh_PxM,5,TRUE,,Vimeo,FALSE
FALSE,425,KVslcTn1fN4,5,TRUE,,Pennzoil ,FALSE
FALSE,426,t_0rJO7l394,5,TRUE,,The Brick Summer Sleep Sale ,FALSE
FALSE,427,D5bY3T6afPw,5,TRUE,,Behr Marquee paint ,FALSE
FALSE,428,N03NbX3rmV0,5,TRUE,,"The movie ""Vacation Friends 2"" ",FALSE
FALSE,429,paHkC79zYPI,5,TRUE,,Five Star Notebooks,FALSE
FALSE,430,n012hSACa9U,5,TRUE,,TD App,FALSE
FALSE,431,#NAME?,5,TRUE,,Intuit quickbooks,FALSE
FALSE,432,iDKTnK-a_NY,5,TRUE,,ManageEngine Site24x7,FALSE
FALSE,433,vymaNRQ6wPg,5,,,N/A,
FALSE,434,FA75HME0B0A,5,TRUE,,DB Sync Salesforce,FALSE
FALSE,435,Ixo7xWmZjTM,5,TRUE,,Displate Lumino ,FALSE
FALSE,436,vBF2Z2dHQPU,5,TRUE,,Notion ,FALSE
FALSE,437,mIqEn-GncUw,5,TRUE,,GrammarlyGO,FALSE
FALSE,438,it_bC6zx_w8,5,TRUE,,Call of Duty Modern Warfare 3 ,FALSE
FALSE,439,r2mVcVLA4Pc,5,TRUE,,Sony WF-1000x M5 - Miguel edition,FALSE
FALSE,440,LfLdwzFyBNI,7,TRUE,,Chips ahoy!,TRUE
FALSE,441,rXa8jCka-1U,8,TRUE,,"PC PIzza Diavola 
PC Pizza Margarita
PC Pizza Fungi",TRUE
FALSE,442,Kda8r6DQoK4,8,TRUE,,shoppers drug mart,FALSE
FALSE,443,RKdjzdcZT1A,8,TRUE,,Sportsnet,FALSE
FALSE,444,gjJYFies2qw,8,TRUE,,amazon ads,FALSE
FALSE,445,B0FHzQ6xF98,8,TRUE,,"Febreze small space
",FALSE
FALSE,446,1x10zF_VNE0,8,TRUE,,Pepsi ,TRUE
FALSE,447,8jLwyhWbdjA,8,TRUE,,LAROCHLPOSAY,FALSE
FALSE,448,HcMOfh_VRyE,8,TRUE,,ChipsAhoy,TRUE
FALSE,449,DR4QQ2r53QI,8,TRUE,,shopers drug mart ,FALSE
FALSE,450,Cre8QsQlb64,8,TRUE,,DQ,TRUE
FALSE,451,0w9lK3l-c1U,8,TRUE,,Ninja Turtle ,FALSE
FALSE,452,Kdy5B78PpQw,8,TRUE,,"
Tropicana Lemonade
Tropicana Strawberry Peach 
Tropicana Pineapple Mango 
Tropicana Watermelon 
Tropicana Blackberry blue berry ",TRUE
FALSE,453,wMKvGAHJ-t4,7,FALSE,,N/A,
FALSE,454,IQlLJMpdoWs,7,TRUE,,Lululemon,FALSE
FALSE,455,Hxy0AEktdaQ,7,FALSE,,N/A,
FALSE,456,I27vdPN-f1o,7,TRUE,,GrammarlyGo,FALSE
FALSE,457,nlKJIdhRmNQ,7,TRUE,,Wobbly Life,FALSE
FALSE,458,2y9fHLlAZJ0,7,TRUE,,Beneful Dog food,FALSE
FALSE,459,NNwzoa19E18,7,TRUE,,A video on restoring hearing,FALSE
FALSE,460,mi2uRnNMCeY,7,TRUE,,Sopporo x Joey Gollish,FALSE
FALSE,461,hY7JOPSN8l0,7,TRUE,,PRingles,TRUE
FALSE,462,2joNoUL1S6o,7,TRUE,,Honda Pilot,FALSE
FALSE,463,nptWP7G8hOY,7,TRUE,,GrammarlyGo,FALSE
FALSE,464,8wYSPQp8jNQ,7,TRUE,,Adapted mind reading,FALSE
FALSE,465,DyIMb0oO8Qw,7,TRUE,,Bimi Boo kids,FALSE
FALSE,466,lwOgHbZ9o6I,7,TRUE,,Pandora,FALSE
FALSE,467,BzB18F4SNTE,7,TRUE,,Gran Turismo,FALSE
FALSE,468,JMzg1KIZE5w,5,TRUE,,AdaptedMind,FALSE
FALSE,469,P-78QowsOKo,5,FALSE,,N/A,
FALSE,470,0aGahgkm1uc,5,TRUE,,A&W frozen Lemonades,TRUE
FALSE,471,xksoLfsqJME,5,TRUE,,Wix ,FALSE
FALSE,472,7yedLbqWVas,5,TRUE,,Remitly,FALSE
FALSE,473,gUFfNllxADQ,5,TRUE,,Big Money Movement Women Success Coaching ,FALSE
FALSE,474,pkg_44xOMQE,5,TRUE,,Voila Grocery Delivery ,FALSE
FALSE,475,S_YBtPuwTw8,5,TRUE,,Onstar,FALSE
FALSE,476,GpEEApTj7hw,5,TRUE,,Ridley Piano Academy,FALSE
FALSE,477,zQciMy_Pr0Q,5,TRUE,,EVE online game,FALSE
FALSE,478,v7UXpQt1ceY,7,TRUE,,Squarespace,FALSE
FALSE,479,YVDfUPrgm9k,7,TRUE,,Business Breakthrough challenge,FALSE
FALSE,480,Ci6EG7tAb44,7,TRUE,,London Drugs,FALSE
FALSE,481,vWgNIHIFsB4,7,TRUE,,The Source,FALSE
FALSE,482,2BhEW3P9GUM,7,TRUE,,The Sandbox,FALSE
FALSE,483,rIpdAJfG1hI,7,TRUE,,Skyscanner,FALSE
FALSE,484,#NAME?,7,TRUE,,Scotiabank,FALSE
FALSE,485,PH9wkcUu8hY,7,TRUE,,Turo,FALSE
FALSE,486,K3VHglOCOX0,7,TRUE,,CIBC,FALSE
FALSE,487,aSO1TWRE63A,7,TRUE,,TD bank,FALSE
FALSE,488,uq-MpQ7Fr0A,7,TRUE,,Laura,FALSE
FALSE,489,i8rRxUpm-q0,7,TRUE,,Preston's Diamond Dash,FALSE
FALSE,490,Y-bnUkg4f9E,7,TRUE,,SAS Viya,FALSE
FALSE,491,uZrNmDs20y8,7,TRUE,,Ziploc,FALSE
FALSE,492,PsxMWTA4blk,7,TRUE,,Telus online security,FALSE
FALSE,493,EEOILUiav7E,7,TRUE,,The Source,FALSE
FALSE,494,JGplImNm8x8,7,TRUE,,Tron lightcycle/run,FALSE
FALSE,495,BoklO8S_o-k,7,TRUE,,BMO,FALSE
FALSE,496,bFBDSJ9Q9Dk,7,TRUE,,Skyscanner,FALSE
FALSE,497,O4Auu37lZqQ,7,TRUE,,PPB Handheld,FALSE
FALSE,498,n9pQlNzWHzI,7,,,N/A,
FALSE,499,m689xTwTjJ4,7,TRUE,,Staples,FALSE
FALSE,500,rY5qzOxQJwU,7,TRUE,,Mekong River Cruising,FALSE
FALSE,501,CylOyfSGHFA,7,TRUE,,Shopify,FALSE
FALSE,502,gMvGOyKtQJU,8,TRUE,,The source,FALSE
FALSE,503,hKKJQf7HwZw,8,TRUE,,the brick,FALSE
FALSE,504,EXl4cwkpMPU,8,TRUE,,"Square space
",FALSE
FALSE,505,WCJii2owYjI,8,TRUE,,Europe and SouthAsia River Cruise ,FALSE
FALSE,506,J6Bs2_zVZNs,8,TRUE,,Alienware,FALSE
FALSE,507,mwiDKPgsVTI,8,TRUE,,Genesis GV80,FALSE
FALSE,508,nRENkyX90W4,8,TRUE,,Gental Mens Exfoliation ,FALSE
FALSE,509,K9z7N4xtdGM,8,TRUE,,Swiffer sweeper ,FALSE
FALSE,510,gd5fueq-ePE,7,TRUE,,Pokemon Trading card game Obsidian Flames,FALSE
FALSE,511,COA9H1YUUUk,7,TRUE,,Vector cereal,TRUE
FALSE,512,qeQ5Omn9F5Y,7,TRUE,,Team town sports,FALSE
FALSE,513,wYH5rXIWHPQ,7,TRUE,,Hula Hawaiian crazy puffs,TRUE
FALSE,514,qcGep1l5x7s,7,TRUE,,Golda,FALSE
FALSE,515,GDUGKGFM2wU,7,TRUE,,Mentos Pure Fresh,TRUE
FALSE,516,KVZt33zQDnE,7,TRUE,,Coca-cola,TRUE
FALSE,517,kbTtG_tzkZ0,7,TRUE,,Team Town Sports,FALSE
FALSE,518,0PMiBjP34BA,7,TRUE,,Staples,FALSE
FALSE,519,YSAa5Cp4coE,7,TRUE,,Tylenol,FALSE
FALSE,520,HF5aTNmGvZk,7,TRUE,,Fairlife,TRUE
FALSE,521,nC345s9yWRs,7,TRUE,,Pluto TV,FALSE
FALSE,522,41bsj7UBEJw,7,TRUE,,Phillips,FALSE
FALSE,523,geH50VK-IwA,7,TRUE,,Visa,FALSE
FALSE,524,Ot-HmmqUtWU,7,TRUE,,CIBC newcomer banking bundle,FALSE
FALSE,525,QIndcDnA6tQ,7,TRUE,,Curbside Treasure Hunt,FALSE
FALSE,526,FRsVOW0UHuU,7,FALSE,,N/A,
FALSE,527,rDndM5bu2fk,7,,,N/A,
FALSE,528,My7kcTJjDKY,7,TRUE,,Sage,FALSE
FALSE,529,z-_aPxY8av0,7,TRUE,,Fortinet,FALSE
FALSE,530,ucpjg3Oy1Z4,7,TRUE,,Toca Kitchen,FALSE
FALSE,531,dCodbesGNBg,7,TRUE,,OneforIsreal.org,FALSE
FALSE,532,44Nux7y3AEM,7,TRUE,,Sounds of Creation,FALSE
FALSE,533,A6ft3BBKGBo,7,TRUE,,The Source,FALSE
FALSE,534,F3_U0_JIDR4,7,TRUE,,GoFleet,FALSE
FALSE,535,AxskBt03gAU,5,TRUE,,Daymak All Terrain Mobility Scooter,FALSE
FALSE,536,q-dzmteKuWM,5,TRUE,,Toyota GR Corolla ,FALSE
FALSE,537,B7PPgOu1CFQ,5,TRUE,,Canada Goose Glacier Trail Sneaker ,FALSE
FALSE,538,YfqMJhWSJs0,5,TRUE,,G Adventures Small Group Travel Company ,FALSE
FALSE,539,ni9auAn9fbY,5,TRUE,,Disney's Peter Pan and Wendy Movie ,FALSE
FALSE,540,UN_0JXqus7c,5,TRUE,,CIBC Mortgage Pre-Qualification Tool ,FALSE
FALSE,541,ralULtwtEHc,5,TRUE,,Super Mario Themed Oreos ,TRUE
FALSE,542,wBgTQF71hBU,5,TRUE,,Shopify,FALSE
FALSE,543,8TVfx0PMdaQ,5,TRUE,,Best Buy ,FALSE
FALSE,544,gQobVDTIHI8,5,TRUE,,MongoDB ,FALSE
FALSE,545,lQRG4A1rqPE,5,TRUE,,Ninjago Lego,FALSE
FALSE,546,L26yxaUuNeI,5,TRUE,,SubZero by Nutrient cat and dog food ,FALSE
FALSE,547,SF7UzwYZeGI,5,TRUE,,Douglas Mattresses ,FALSE
FALSE,548,B_iHB8zLGSM,5,TRUE,,Onstar,FALSE
FALSE,549,5aqIbQC3eFA,5,TRUE,,Berklee Online ,FALSE
FALSE,550,-0TtXHlipqU,5,TRUE,,Unpacking game,FALSE
FALSE,551,8Xe6GqJG2sM,3,TRUE,,FUN.com and the merch they sell there,FALSE
FALSE,552,c1R28rPBiiA,5,TRUE,,Rogers mobile and internet plans ,FALSE
FALSE,553,A-wMGeXHqEY,5,TRUE,,Rogers,FALSE
FALSE,554,75yhYazRwRs,5,TRUE,,Sandbox Game Maker ,FALSE
FALSE,555,ves-E34gu0o,5,TRUE,,Dell apex,FALSE
FALSE,556,9EvxePrlT1M,5,TRUE,,Skyscanner ,FALSE
FALSE,557,0wWMaIHMie0,5,TRUE,,Tynker Mob Editor,FALSE
FALSE,558,d8igqBTjqbk,5,TRUE,,AppDiscovery AI Campaigns,FALSE
FALSE,559,SwEJUZOVY-s,5,TRUE,,DreamWorks show Gabby's Dollhouse ,FALSE
FALSE,560,6snSzyScHDc,5,TRUE,,Save on Foods ,FALSE
FALSE,561,Ff_oxCSz-h4,3,TRUE,,Hearing Life,FALSE
FALSE,562,rVsnTA6RkW4,3,TRUE,,Kraken Pro,FALSE
FALSE,563,pxy849Tlmw8,3,TRUE,,Minecraft,FALSE
FALSE,564,5xXa89j1quw,3,TRUE,,Elemental DVD,FALSE
FALSE,565,c7nWYAK15Ig,3,TRUE,,OperaGX,FALSE
FALSE,566,E8AkFNlbE0g,3,TRUE,,Minecraft Live,FALSE
FALSE,567,EzDoEFi7mP8,3,TRUE,,Tinker,FALSE
FALSE,568,xX3DKJDCaug,3,TRUE,,Hotels.com,FALSE
FALSE,569,oM_V5GUOo30,3,TRUE,,Tide Pods with Oxy,FALSE
FALSE,570,KN70vMfSbg8,3,TRUE,,Triscuit crackers,TRUE
FALSE,571,1oRoekikJoU,3,TRUE,,H&M,FALSE
FALSE,572,MLU_j0mSdPU,3,TRUE,,Disney + and guardians of the galaxy ,FALSE
FALSE,573,yBWx5FKCUHQ,3,TRUE,,Export Development Canada,FALSE
FALSE,574,DLZmHb3jqc0,6,TRUE,,Grammarly ,FALSE
FALSE,575,hPMutYTJcJI,6,TRUE,,Prodigy Math ,FALSE
FALSE,576,0WxeIWWtdiw,6,TRUE,,Prodigy Math Video Game,FALSE
FALSE,577,0YTAGHzUcH4,6,TRUE,,Barbie Cutie Reveal Dolls ,FALSE
FALSE,578,nNLvxfhwVBg,6,TRUE,,Airbnb,FALSE
FALSE,579,agZ32XWhzew,3,TRUE,,Gaia,FALSE
FALSE,580,u5nXMwA5Ung,3,FALSE,,N/A,
FALSE,581,TBvI718JPHM,3,FALSE,,N/A,
FALSE,582,Vyuev_36n3Y,3,TRUE,,Craftsy ,FALSE
FALSE,583,k17g1XTTt9A,3,TRUE,,Airbnb,FALSE
FALSE,584,srdh1s3Bieo,3,TRUE,,Grammarly GO,FALSE
FALSE,585,3ni1x-SAwS8,3,TRUE,,Studio Assist 3,FALSE
FALSE,586,vWekivVnGu0,3,TRUE,,Seadoo,FALSE
FALSE,587,jwO5h4jliOg,3,TRUE,,Homesense,FALSE
FALSE,588,36wp7Er4NkU,3,FALSE,,N/A,
FALSE,589,yDvMC24VOYA,3,TRUE,,2023 Kia Forte,FALSE
FALSE,590,lvezV1oo7Ig,3,TRUE,,Lego Dream sets,FALSE
FALSE,591,uFzvA6BDDII,3,TRUE,,Kia Sportage,FALSE
FALSE,592,DiyuZ4IhVwE,3,TRUE,,The Source,FALSE
FALSE,593,G7U7vt9bGy8,3,TRUE,,Grammarly,FALSE
FALSE,594,#NAME?,3,TRUE,,H&M,FALSE
FALSE,595,PZc9yi0ZNEI,3,TRUE,,The Rental Guys,FALSE
FALSE,596,pTyBrCOPh4M,3,TRUE,,Disney+ Strange World,FALSE
FALSE,597,5tiuSwemwgI,10,TRUE,,shopify mobile app,FALSE
FALSE,598,Sxk06sFmc1E,10,TRUE,,shopify mobile app,FALSE
FALSE,599,P8kJRIq82EY,10,TRUE,,descript,FALSE
FALSE,600,f2c9d71gF-g,10,TRUE,,Microsof 365 and GoDaddy,FALSE
FALSE,601,dp2mJ-bD1QY,10,TRUE,,Opera GX,FALSE
FALSE,602,hT5Q--yDz8Q,10,TRUE,,Mr Christie cookies,TRUE
FALSE,603,WndXY3YP7LM,10,TRUE,,twisted metal tv show,FALSE
FALSE,604,1xzi7rFBr6Y,3,TRUE,,Capital One,FALSE
FALSE,605,IccjrFx7DU8,3,TRUE,,Bumble,FALSE
FALSE,606,QdlcUvUokP8,3,TRUE,,Oxio,FALSE
FALSE,607,gAISHs-cw5s,3,TRUE,,into it mail chimp,FALSE
FALSE,608,XptfyF77xUU,3,TRUE,,shopify,FALSE
FALSE,609,zU8T5U4gIAo,3,TRUE,,Peoples Jewellers ,FALSE
FALSE,610,3BP8GFdwFtU,3,TRUE,,Kobo+,FALSE
FALSE,611,hsLKzBbeUrQ,3,TRUE,,SketchUp for iPad,FALSE
FALSE,612,tTW17-Ph8FE,3,TRUE,,Sleep Country ,FALSE
FALSE,613,ficnGdPEyjg,3,TRUE,,Behr,FALSE
FALSE,614,HdrXAa5u2rY,3,TRUE,,Mattress Reviews and Douglas Matterss,FALSE
FALSE,615,h_hZjXlY40s,3,TRUE,,Just Wealth RESP,FALSE
FALSE,616,m0Lo2hwIPwU,3,TRUE,,Turo,FALSE
FALSE,617,q1Syqil98N8,3,TRUE,,Bulgari,FALSE
FALSE,618,7iqMjHdxgWs,3,TRUE,,Interac,FALSE
FALSE,619,fUxxizemjZc,3,TRUE,,Reedsy Learning,FALSE
FALSE,620,H2B8SFyBW9M,3,TRUE,,Hyundi,FALSE
FALSE,621,VSTgPGRM54Q,3,TRUE,,Kickflip,FALSE
FALSE,622,dCj9Ys5cYN0,3,TRUE,,Jackalope Fest,FALSE
FALSE,623,8QDCmVgCS4Y,10,TRUE,,Alienware,FALSE
FALSE,624,v0LKlu6Cfu8,10,TRUE,,Henkel glue,FALSE
FALSE,625,Mvp55PUNREs,10,TRUE,,justin havre real estate,FALSE
FALSE,626,YNaHA9vxhvU,10,TRUE,,Export development Canada,FALSE
FALSE,627,kp4c0XyItsw,10,TRUE,,toyota cars,FALSE
FALSE,628,KPcIiecS53o,10,TRUE,,purlator,FALSE
FALSE,629,BAagv2gUpYY,10,TRUE,,Dallas smith slow rollin song,FALSE
FALSE,630,DED45SSFKCc,10,TRUE,,Rosso eQuad,FALSE
FALSE,631,wgToaHCcfXA,10,TRUE,,Fiverr ,FALSE
FALSE,632,fF02PHCQ_-w,10,TRUE,,EComm 8fig,FALSE
FALSE,633,QTAHDuVNWFI,10,FALSE,,N/A,
FALSE,634,uZDyPxeS-Mc,10,TRUE,,Generation genius,FALSE
FALSE,635,p_4XOs0KEJI,10,TRUE,,Genshin game,FALSE
FALSE,636,xnRFYpJ4Db8,10,TRUE,,nintendo switch princesses,FALSE
FALSE,637,2ygHbJdILqA,3,TRUE,,Generation Genius,FALSE
FALSE,638,LHibLBWCNdU,3,TRUE,,Fuugu,FALSE
FALSE,639,Se0_hYKJyqA,3,TRUE,,One for Israel,FALSE
FALSE,640,w4oJJV0eH1Y,3,TRUE,,HubSpot,FALSE
FALSE,641,dgssA7f0pUA,3,TRUE,,Levis and Marks,FALSE
FALSE,642,gOOrvdCPtPc,3,TRUE,,Ford 5150,FALSE
FALSE,643,YUYPwn1408s,3,TRUE,,Adobe Acrobat Pro,FALSE
FALSE,644,kuuT-hQFLNs,3,TRUE,,Spy Focus,FALSE
FALSE,645,tZN1P_77868,3,TRUE,,Sky Scanner,FALSE
FALSE,646,kE0WiQHaQH0,3,TRUE,,Porter Airlines,FALSE
FALSE,647,latI1pxUt6E,3,TRUE,,Opera GX,FALSE
FALSE,648,Rn2NyCB4qAs,3,TRUE,,Staples Pep Rally Collection,FALSE
FALSE,649,XM3RceSEg68,3,TRUE,,Public Mobile,FALSE
FALSE,650,bg3-H2awqEw,3,TRUE,,X-Box starfield,FALSE
FALSE,651,b4zL-wIWbbg,3,TRUE,,Hotjar,FALSE
FALSE,652,yULXbASpnsc,3,TRUE,,The Source,FALSE
FALSE,653,NGa2x9JiB48,3,FALSE,,N/A,
FALSE,654,HWA4JmE5nbo,3,TRUE,,HPE Greenlake,FALSE
FALSE,655,gBWWecag4HE,3,TRUE,,Pronamel,FALSE
FALSE,656,PzRmoKekICo,3,TRUE,,Sensodyne,FALSE
FALSE,657,fpBNP8AtGrQ,3,TRUE,,"Kashi Dark Chocolate, Almond, Sea Salt",TRUE
FALSE,658,M_beswZGoAE,3,TRUE,,RBC,FALSE
FALSE,659,HfMMxaREpDw,3,TRUE,,Iogo Nano,TRUE
FALSE,660,eNfJDd98WgU,3,TRUE,,CIBC ,FALSE
FALSE,661,uUbgvJhfzdo,3,,,N/A,
FALSE,662,4W9awXRVLdA,3,TRUE,,Garten of Banban 3,FALSE
FALSE,663,ioqa9q5uDAk,3,TRUE,,Generation genius,FALSE
FALSE,664,jhQUyI7Hsyk,3,TRUE,,AQ Outdoors summer camps,FALSE
FALSE,665,H8NxowxLxwM,3,TRUE,,Semrush,FALSE
FALSE,666,6eFkfVCUvTA,3,TRUE,,opsZero,FALSE
FALSE,667,eVKZi-DURXw,3,TRUE,,Tangible Engine by Ideum,FALSE
FALSE,668,7MPtJ4lw-V0,3,TRUE,,Design Ville,FALSE
FALSE,669,0bJ14d2oA4s,3,TRUE,,Hadestown,FALSE
FALSE,670,gR1cXmYv_mg,3,TRUE,,Casting Calling,FALSE
FALSE,671,ppoRxyYi1SM,3,TRUE,,Fingerlings ,FALSE
FALSE,672,VE3yOX_xEMQ,3,TRUE,,NordVPN,FALSE
FALSE,673,1wpkPsPXyEM,3,TRUE,,Fluke cameras,FALSE
FALSE,674,Ttjis-5zJIE,3,TRUE,,OperaGX,FALSE
FALSE,675,lr_FzTOCnnE,3,TRUE,,Bol music theory,FALSE
FALSE,676,pSQIiAgAagY,3,TRUE,,Level 12 bikes ,FALSE
FALSE,677,JX0MV3kvfmM,3,TRUE,,WiAutomation,FALSE
FALSE,678,ksLXtsjBLmg,3,TRUE,,GlocalMe,FALSE
FALSE,679,aLvnB08N7XU,3,TRUE,,Disney World hotels,FALSE
FALSE,680,oqqlClxUOjQ,3,TRUE,,Shopify,FALSE
FALSE,681,pyi-Jg7DggI,3,TRUE,,co-operators,FALSE
FALSE,682,CMh6JhEhUx8,3,TRUE,,Youtube Premium,FALSE
FALSE,683,fV_zUeCjwSo,3,TRUE,,Wix,FALSE
FALSE,684,4Hmp9D0tCbg,3,TRUE,,Bic EZreach,FALSE
FALSE,685,BhWZlMhiE70,3,TRUE,,Herbal Essences,FALSE
FALSE,686,Ixeh3oIlbjk,3,TRUE,,Teroson,FALSE
FALSE,687,aUi0rilPZ7s,3,TRUE,,Kia Forte,FALSE
FALSE,688,ZQzXIf7erf0,3,TRUE,,University District,FALSE
FALSE,689,In7Bx_dys70,3,TRUE,,Drunk Elephant ,FALSE
FALSE,690,s5gc-xL0rEU,3,TRUE,,Shopify,FALSE
FALSE,691,RVuOupV4Yk0,10,,,N/A,
FALSE,692,hzGl9aQKZCI,10,TRUE,,benjamin Moore's paint,FALSE
FALSE,693,VER3v494LmE,10,TRUE,,Pantene pro vitamin formula ,FALSE
FALSE,694,DEm16lxarzA,10,TRUE,,supermario movie,FALSE
FALSE,695,_5A63vo66_M,10,TRUE,,DU/ER clothing,FALSE
FALSE,696,mBVA9-8we28,10,,,N/A,
FALSE,697,vTV6U8vfy2M,10,TRUE,,Olly libido,FALSE
FALSE,698,r57eVyONrJo,8,TRUE,,streets of rogue 2 ,FALSE
FALSE,699,uS4lfxJnsSI,6,TRUE,,Skyscanner.ca,FALSE
FALSE,700,NJCNqSZm_5w,6,TRUE,,skyscanner.ca,FALSE
FALSE,701,xVWX97JX1y0,6,FALSE,,N/A,
FALSE,702,yTxVVyv2XWU,6,TRUE,,Stampeders ,FALSE
FALSE,703,qmZHtXvt-L8,3,TRUE,,Capital One,FALSE
FALSE,704,SR3YChbUJmY,3,TRUE,,The Creator,FALSE
FALSE,705,d8B_h7D0x3M,3,TRUE,,Migration,FALSE
FALSE,706,To-8nSt-J9Q,6,TRUE,,The Marvels Movie Trailer ,FALSE
FALSE,707,xLYMlhyCyrY,3,TRUE,,Air Miles,FALSE
FALSE,708,KEtYb126WSs,3,TRUE,,Bic Lighter,FALSE
FALSE,709,y8D6LYuQKYQ,3,TRUE,,CIBC,FALSE
FALSE,710,0lt_w9Lgwjg,3,TRUE,,Skip the dishes,FALSE
FALSE,711,jdYxORvuOi0,3,TRUE,,Rogers and Apple,FALSE
FALSE,712,VK0rhBI4Atc,3,TRUE,,Skip the Dishes express lane,FALSE
FALSE,713,XFctBCoLR90,3,,,N/A,
